state_county,nursing_home_count,overall_rating,health_insp_rating,qm_rating,longstay_qm_rating,shortstay_qm_rating,staffing_rating,rn_staffing_rating,nursing_turnover,rn_turnover,admin_turnover,nurse_aide_hrspres,lpn_hrspres,rn_hrspres,total_nurse_hrspres,total_weighted_health_survey_score,reported_incidents,substantiated_complaints,infection_control_citations,num_fines,fines_dollar_total,num_payment_denials,total_penalties
"SD, Faulk",1,5.0,5.0,4.0,2.0,5.0,,,,,,,,,,8.667,0,0,1.0,0,0.0,0,0
"SD, Moody",1,2.0,1.0,2.0,2.0,2.0,5.0,5.0,60.7,12.5,,2.53,0.48,1.34,4.33,387.5,0,0,1.0,1,78217.75,0,1
"SD, Perkins",1,3.0,4.0,1.0,1.0,,4.0,4.0,,,,2.53,0.31,0.99,3.81,15.333,0,0,1.0,1,650.0,0,1
"SD, Hyde",1,1.0,2.0,2.0,2.0,,1.0,1.0,,,,,,,,46.667,0,0,1.0,2,23458.5,0,2
"SD, Clay",3,3.67,3.33,2.67,2.67,,4.33,4.67,50.85,43.75,0.5,2.77,0.42,1.08,4.2,21.777666666666665,0,2,0.0,0,0.0,0,0
"SD, Bon Homme",2,4.0,4.5,3.0,3.0,,3.5,4.5,40.3,32.5,0.0,2.01,0.5,1.11,3.47,11.0,0,0,1.0,2,13000.0,0,2
"SD, Charles Mix",3,4.67,4.0,2.67,2.67,,4.5,5.0,44.3,15.55,0.0,2.37,0.32,1.62,4.09,16.0,0,0,0.0,0,0.0,0,0
"SD, Meade",1,2.0,2.0,2.0,2.0,,3.0,3.0,68.5,69.2,,2.61,0.88,0.56,4.04,50.0,0,0,1.0,1,3250.0,0,1
"SD, Marshall",1,2.0,2.0,4.0,4.0,,3.0,3.0,55.6,,,2.14,0.38,0.65,3.13,32.0,0,0,0.0,0,0.0,0,0
"SD, Hutchinson",3,4.0,3.33,3.33,3.33,,4.33,4.67,43.33,25.73,,2.63,0.19,1.23,3.95,26.0,0,0,0.0,1,3250.0,0,1
"SD, Deuel",1,3.0,4.0,1.0,1.0,,4.0,4.0,80.0,81.8,2.0,2.2,0.87,0.73,3.76,14.0,0,0,2.0,0,0.0,0,0
"SD, Sanborn",1,4.0,4.0,4.0,4.0,,3.0,4.0,44.7,57.1,,2.11,0.49,0.75,3.32,16.667,0,0,0.0,0,0.0,0,0
"SD, Walworth",1,4.0,3.0,4.0,5.0,2.0,4.0,4.0,39.5,50.0,0.0,2.43,0.66,0.86,3.85,25.333,0,0,0.0,2,9613.5,0,2
"SD, Hand",1,4.0,4.0,3.0,1.0,5.0,3.0,4.0,58.8,62.5,0.0,2.43,0.26,0.87,3.51,14.0,0,0,0.0,0,0.0,0,0
"SD, Aurora",1,2.0,1.0,4.0,2.0,5.0,4.0,4.0,,,,2.39,0.88,0.95,4.09,76.0,2,2,0.0,3,66657.5,0,3
"SD, Jerauld",1,5.0,4.0,5.0,5.0,,5.0,5.0,96.4,100.0,1.0,2.54,0.39,1.4,4.11,19.333,0,0,0.0,0,0.0,0,0
"SD, Bennett",1,,,,,,,,,,,,,,,,0,5,1.0,2,10400.0,0,2
"SD, Haakon",1,4.0,5.0,1.0,1.0,,5.0,5.0,48.5,44.4,,2.54,0.63,1.25,4.29,5.333,0,0,0.0,0,0.0,0,0
"SD, Brule",1,2.0,1.0,3.0,3.0,,5.0,5.0,,,1.0,2.99,0.41,1.14,4.43,79.667,0,0,0.0,1,650.0,0,1
"SD, Mellette",1,2.0,2.0,4.0,4.0,,3.0,3.0,,,,1.97,1.0,0.66,3.63,38.833,0,0,0.0,3,2925.0,0,3
"SD, Jackson",1,5.0,5.0,5.0,5.0,,4.0,4.0,,,,2.72,0.85,0.88,4.41,7.333,0,0,0.0,1,650.0,0,1
"SD, Potter",1,3.0,4.0,3.0,3.0,,1.0,1.0,52.9,50.0,0.0,1.93,1.02,0.79,3.61,17.333,0,0,0.0,0,0.0,0,0
"SD, Dewey",1,3.0,3.0,5.0,5.0,,1.0,1.0,,,,3.61,1.2,1.22,5.99,31.2,0,1,2.0,0,0.0,0,0
"TN, Marshall",2,3.0,2.5,3.5,3.5,4.5,3.5,3.5,62.05,61.5,0.5,2.21,1.09,0.73,3.97,25.6665,0,0,0.0,2,1300.0,0,2
"TN, Dickson",2,3.0,2.5,3.5,2.5,4.5,2.5,2.0,72.5,64.55,1.0,2.38,1.19,0.39,3.95,128.833,3,0,0.0,2,217565.76,0,2
"TN, Hamilton",11,2.82,2.73,3.55,3.3,3.8,2.82,3.0,47.04,44.47,3.27,1.98,1.05,0.72,3.73,27.45445454545455,8,25,5.0,4,105402.64,0,4
"TN, Blount",6,3.0,2.5,3.5,3.33,3.5,3.17,3.5,55.08,38.4,2.6,1.74,1.27,0.88,3.8,138.0555,3,17,9.0,3,8650.14,0,3
"TN, Washington",8,3.5,3.62,3.62,3.29,3.5,2.25,2.25,52.6,57.55,1.0,1.61,0.98,0.61,3.2,15.583375,4,14,2.0,4,15637.99,1,5
"TN, Maury",6,3.17,2.83,3.67,3.33,4.17,2.67,2.67,57.52,58.03,1.83,2.07,1.31,0.57,3.94,61.83333333333332,3,13,1.0,6,175200.81,0,6
"TN, Gibson",7,3.33,3.0,3.5,3.67,3.8,3.0,2.67,61.23,57.96,0.33,2.11,1.32,0.57,3.98,189.0952857142857,8,9,2.0,12,393563.24,2,14
"TN, Claiborne",3,4.0,3.67,3.67,3.67,3.67,3.33,3.67,53.73,36.17,0.67,1.78,0.77,0.97,3.47,9.555666666666667,8,4,1.0,3,2275.0,0,3
"TN, Davidson",20,2.6,2.05,4.0,3.95,3.7,2.55,2.45,60.41,59.42,1.33,2.12,1.08,0.55,3.75,58.20829999999999,36,64,15.0,36,326718.02,3,39
"TN, Warren",2,2.5,2.5,3.5,3.0,4.0,1.5,1.5,58.5,65.6,1.0,1.59,1.16,0.34,3.09,37.6665,3,2,1.0,3,22246.25,0,3
"TN, Unicoi",3,3.33,3.33,3.0,2.33,4.0,2.33,3.0,51.93,49.53,1.5,1.86,0.89,0.69,3.42,21.555666666666667,0,2,1.0,0,0.0,0,0
"TN, Robertson",4,3.33,3.0,3.67,4.0,4.0,3.33,2.67,61.48,59.07,0.0,2.4,1.17,0.61,4.17,21.83325,2,8,2.0,3,27324.05,0,3
"TN, Knox",15,3.13,3.0,3.33,2.77,3.43,3.21,3.43,46.92,45.27,0.42,2.08,0.95,0.99,4.01,86.0558,20,35,10.0,4,16470.94,0,4
"TN, Mc Minn",4,3.25,3.0,3.75,2.25,4.5,2.67,3.0,50.97,56.97,1.67,1.89,0.93,0.72,3.49,16.16675,1,4,0.0,2,14373.67,0,2
"TN, Giles",3,3.33,2.67,4.33,3.33,5.0,3.0,3.0,55.67,46.53,0.33,2.08,0.99,0.65,3.7,43.333,4,1,1.0,5,25343.5,0,5
"TN, Rutherford",9,2.67,2.0,3.67,3.33,3.78,3.11,3.11,55.86,48.22,0.78,2.08,1.22,0.65,3.93,42.218555555555554,20,29,5.0,11,92534.26,2,13
"TN, Putnam",4,2.75,2.75,3.25,2.75,4.0,2.0,2.0,51.02,43.6,0.75,1.74,1.19,0.4,3.33,72.62475,12,11,2.0,3,29063.45,1,4
"TN, Campbell",3,2.33,2.67,3.0,2.33,3.67,2.0,2.0,49.97,51.1,0.33,1.79,1.0,0.46,3.21,28.333333333333332,7,6,1.0,3,15144.85,0,3
"TN, De Kalb",1,5.0,5.0,4.0,2.0,5.0,3.0,3.0,52.9,57.1,0.0,2.16,1.08,0.65,3.88,3.333,2,1,0.0,0,0.0,0,0
"TN, Lawrence",3,3.33,3.0,4.33,4.33,4.67,3.0,3.33,57.0,43.37,0.67,1.75,0.96,0.76,3.38,43.222,3,4,1.0,5,237797.76,0,5
"TN, Fayette",2,3.0,2.5,4.5,5.0,4.5,3.0,3.0,52.0,57.3,1.5,1.63,1.06,0.72,3.32,74.4165,2,5,0.0,4,78987.0,0,4
"TN, Sumner",6,2.67,2.0,4.33,4.17,4.33,2.5,2.5,63.28,58.92,0.33,1.95,1.2,0.47,3.65,42.333333333333336,9,16,0.0,5,30124.84,0,5
"TN, Sequatchie",1,5.0,5.0,5.0,4.0,5.0,4.0,4.0,53.4,16.7,0.0,2.5,0.95,0.73,4.13,1.333,0,0,0.0,0,0.0,0,0
"TN, Williamson",5,3.2,2.4,3.8,3.4,4.0,3.2,3.2,57.18,49.24,0.67,2.36,1.14,0.89,4.36,116.60020000000002,6,14,0.0,9,191420.75,1,10
"TN, Anderson",5,3.0,2.4,4.0,3.6,4.2,2.8,2.8,48.8,40.33,1.0,2.04,1.19,0.58,3.78,49.2666,13,23,2.0,7,200342.67,1,8
"TN, Sevier",3,3.67,3.67,3.33,2.67,4.0,3.33,3.67,49.05,60.55,0.67,1.78,1.05,0.83,3.61,13.555333333333332,3,2,2.0,1,650.0,0,1
"TN, White",2,4.5,4.5,3.0,2.0,4.0,3.0,3.0,44.25,27.5,1.0,2.2,1.24,0.61,4.03,6.6665,2,0,1.0,0,0.0,0,0
"TN, Shelby",27,2.52,2.41,3.3,3.25,3.04,2.19,2.0,60.48,64.33,0.75,2.0,1.22,0.46,3.7,105.27785185185185,26,46,10.0,43,1071397.16,0,43
"TN, Obion",3,2.67,3.0,2.67,3.67,2.0,2.33,2.33,51.5,39.4,0.0,1.87,1.1,0.59,3.55,16.889,4,0,0.0,1,7962.5,0,1
"TN, Bradley",3,2.67,2.67,4.0,3.0,5.0,2.33,2.67,48.83,48.43,2.67,1.89,0.91,0.59,3.37,19.778000000000002,1,1,2.0,2,8057.46,0,2
"TN, Roane",2,2.5,2.0,3.5,4.0,3.0,2.0,2.5,58.75,68.25,0.0,1.6,1.2,0.54,3.3,26.6665,8,2,6.0,4,3262.6,0,4
"TN, Franklin",3,3.33,3.67,3.0,4.0,3.0,1.5,1.5,50.35,38.9,1.0,1.45,1.24,0.66,3.47,12.222,2,0,0.0,1,3464.5,0,1
"TN, Wilson",4,3.25,2.5,4.75,4.25,4.25,2.5,2.5,60.78,55.18,0.25,1.87,1.0,0.52,3.39,71.91675,8,12,0.0,4,55449.64,1,5
"TN, Stewart",1,4.0,4.0,3.0,3.0,3.0,2.0,3.0,59.2,44.4,2.0,1.55,0.9,0.53,2.97,12.667,0,0,1.0,1,3250.0,0,1
"TN, Cumberland",4,3.0,2.5,3.5,3.25,3.75,2.75,2.5,46.52,53.28,2.0,2.07,1.55,0.64,4.15,31.1665,10,9,4.0,1,10775.0,0,1
"TN, Bedford",2,1.5,1.5,4.0,4.0,4.0,1.0,1.0,65.7,81.8,1.0,1.47,1.07,0.27,2.81,93.25,5,14,0.0,7,120406.67,1,8
"TN, Smith",1,3.0,4.0,4.0,4.0,4.0,1.0,1.0,74.7,83.3,1.0,1.73,0.93,0.22,2.9,7.333,0,4,0.0,2,9577.34,1,3
"TN, Lincoln",2,1.5,2.0,3.5,2.5,5.0,1.5,2.0,52.9,66.65,0.0,1.28,0.82,0.46,2.53,161.16699999999997,6,3,0.0,4,142790.05,0,4
"TN, Sullivan",8,2.88,2.88,3.25,3.38,2.62,1.88,1.88,48.22,52.9,1.14,1.9,0.93,0.48,3.32,48.81225000000001,7,9,16.0,10,163713.42,0,10
"TN, Montgomery",6,2.83,2.5,3.33,3.33,3.0,2.17,2.17,58.87,63.55,0.5,2.36,1.17,0.42,3.96,33.777833333333334,5,27,3.0,3,16952.14,0,3
"TN, Madison",6,2.17,2.17,2.17,2.0,2.0,2.5,2.0,54.82,59.22,1.17,2.28,1.27,0.48,4.04,85.86116666666665,9,9,1.0,13,213153.5,1,14
"TN, Rhea",3,2.33,1.67,4.33,4.33,4.0,2.33,2.0,48.3,32.5,4.0,2.27,1.03,0.44,3.74,143.06666666666666,10,2,1.0,1,118667.25,0,1
"TN, Carroll",4,2.25,2.25,3.75,4.0,3.25,3.0,3.0,52.77,31.67,1.25,2.0,1.04,0.55,3.58,149.62475,6,7,0.0,2,74815.0,0,2
"TN, Johnson",1,3.0,2.0,5.0,3.0,5.0,2.0,3.0,67.4,56.3,2.0,1.83,0.65,0.55,3.07,27.333,1,2,0.0,1,650.0,0,1
"TN, Hamblen",2,4.0,4.0,2.5,3.0,2.5,2.5,2.5,28.75,20.15,2.5,1.6,1.29,0.53,3.38,11.6665,0,1,0.0,0,0.0,0,0
"TN, Carter",6,4.17,3.83,4.0,4.0,4.33,2.5,2.5,47.17,34.45,0.5,1.92,1.0,0.56,3.47,11.4445,3,4,1.0,2,12418.25,0,2
"TN, Henry",3,2.33,3.0,2.33,2.33,2.0,1.67,1.67,43.4,65.35,1.5,2.08,1.33,0.45,3.83,18.611,3,0,0.0,3,13240.5,0,3
"TN, Greene",4,3.25,3.5,2.5,2.25,2.75,3.0,3.0,45.18,46.1,0.75,1.78,0.94,0.63,3.36,13.5,2,3,1.0,2,7572.5,0,2
"TN, Hardeman",2,4.0,4.0,2.0,2.0,2.0,2.0,2.0,41.1,11.1,1.0,2.48,0.9,0.43,3.81,12.0,0,1,1.0,1,3250.0,0,1
"TN, Hawkins",2,3.0,2.5,3.0,3.0,3.0,2.0,3.0,52.1,42.9,1.0,1.58,0.62,0.63,2.84,260.333,3,2,0.0,2,102572.97,0,2
"TN, Coffee",4,3.5,3.5,3.5,2.5,3.75,2.0,2.0,52.12,45.23,1.5,1.69,1.26,0.42,3.37,16.83325,5,9,1.0,3,6637.6,1,4
"TN, Morgan",1,3.0,3.0,3.0,2.0,3.0,2.0,2.0,36.0,54.5,4.0,1.54,0.9,0.41,2.83,14.667,0,2,1.0,0,0.0,0,0
"TN, Jefferson",3,3.67,3.67,3.0,2.67,3.0,2.67,2.67,41.63,36.1,1.67,1.98,1.08,0.52,3.56,12.0,1,2,0.0,1,10660.0,0,1
"TN, Weakley",4,3.0,2.5,3.75,3.25,4.25,2.5,2.75,50.82,50.0,1.0,1.81,1.16,0.58,3.5,37.0,1,5,2.0,2,151365.5,1,3
"TN, Humphreys",2,2.5,2.0,2.5,2.5,3.0,3.5,3.0,52.9,75.0,2.0,2.41,1.1,0.57,4.06,49.0,2,5,0.0,3,16133.0,0,3
"TN, Hickman",2,2.5,3.0,2.5,3.0,2.0,3.5,3.0,45.3,50.0,0.5,2.44,1.48,0.68,4.52,20.0,0,0,0.0,0,0.0,0,0
"TN, Loudon",1,3.0,3.0,2.0,2.0,1.0,2.0,2.0,68.4,65.0,1.0,1.74,0.99,0.39,3.15,16.0,1,6,0.0,0,0.0,0,0
"TN, Scott",2,2.5,3.0,4.0,4.0,3.0,2.0,2.0,,,,1.89,0.56,0.7,3.15,36.6665,3,3,1.0,5,24962.29,1,6
"TN, Trousdale",1,2.0,1.0,5.0,5.0,,2.0,2.0,34.5,,0.0,1.19,0.99,0.5,2.64,143.5,4,3,0.0,2,14555.45,0,2
"TN, Jackson",1,3.0,4.0,1.0,1.0,2.0,2.0,3.0,,,,1.61,0.75,0.53,2.9,12.0,3,0,0.0,5,6546.24,0,5
"TN, Benton",1,4.0,4.0,4.0,5.0,4.0,4.0,4.0,56.0,,0.0,2.54,1.15,0.88,4.56,10.0,0,1,0.0,0,0.0,0,0
"TN, Moore",1,5.0,4.0,5.0,5.0,5.0,3.0,3.0,42.1,57.1,1.0,1.8,1.56,0.54,3.86,4.667,1,2,0.0,0,0.0,0,0
"TN, Union",1,3.0,2.0,5.0,5.0,5.0,3.0,4.0,51.6,45.5,0.0,1.58,0.42,0.82,2.75,35.333,0,1,0.0,1,12743.25,0,1
"TN, Lake",2,1.5,2.0,2.0,2.5,1.5,1.5,1.5,42.05,48.35,0.0,1.93,1.01,0.34,3.29,26.3335,5,1,0.0,0,0.0,0,0
"TN, Grainger",1,4.0,4.0,2.0,2.0,2.0,3.0,3.0,37.5,53.8,1.0,1.96,0.95,0.55,3.42,6.0,0,1,0.0,0,0.0,0,0
"TN, Polk",1,2.0,1.0,5.0,5.0,5.0,3.0,4.0,36.4,28.6,7.0,1.74,0.95,0.81,3.37,162.667,0,1,3.0,1,623580.0,0,1
"TN, Cheatham",2,1.5,2.5,2.5,3.0,2.0,2.0,2.0,40.0,20.0,1.0,1.53,0.96,0.46,2.93,26.667,7,1,0.0,1,5000.0,0,1
"TN, Monroe",3,3.0,3.0,3.33,3.0,4.0,2.33,2.33,50.0,44.4,2.0,1.61,1.07,0.61,3.25,18.444666666666667,0,2,0.0,0,0.0,0,0
"TN, Macon",2,2.5,2.5,2.5,2.0,3.0,2.5,2.5,40.0,20.0,2.0,1.88,1.1,0.5,3.43,21.667,0,0,1.0,1,657.8,0,1
"TN, Tipton",2,2.0,1.5,4.0,5.0,2.5,2.5,2.5,26.0,7.1,1.0,2.24,1.17,0.6,3.98,49.333,0,1,0.0,1,11498.5,0,1
"TN, Henderson",2,2.5,2.5,2.5,1.5,3.0,2.0,2.0,47.4,61.5,2.0,2.11,1.03,0.69,3.82,109.75,1,1,1.0,1,35074.0,0,1
"TN, Dyer",3,1.33,1.67,1.67,2.0,2.0,2.0,2.33,63.5,69.33,0.33,1.95,1.17,0.5,3.58,118.55533333333335,3,3,0.0,4,399170.96,0,4
"TN, Marion",1,2.0,2.0,4.0,4.0,4.0,2.0,3.0,52.9,43.8,1.0,1.68,0.76,0.61,3.09,30.667,2,3,1.0,0,0.0,0,0
"TN, Lauderdale",2,1.0,2.0,1.0,1.0,1.5,3.0,3.0,74.95,92.85,0.0,1.85,1.23,0.58,3.62,28.3335,2,3,0.0,1,9750.0,0,1
"TN, Fentress",1,4.0,3.0,5.0,5.0,5.0,2.0,2.0,45.4,38.5,1.0,1.63,1.09,0.37,3.11,17.333,2,4,0.0,0,0.0,0,0
"TN, Hardin",5,3.2,3.4,2.8,3.0,1.5,2.2,1.8,45.08,35.15,0.5,2.28,1.26,0.34,3.9,71.73339999999999,2,1,0.0,6,26830.45,1,7
"TN, Houston",1,4.0,4.0,4.0,4.0,4.0,2.0,2.0,54.2,50.0,1.0,1.97,0.9,0.44,3.32,4.667,0,1,0.0,0,0.0,0,0
"TN, Van Buren",1,5.0,4.0,5.0,5.0,,2.0,2.0,28.6,,0.0,1.73,0.88,0.42,3.01,7.333,3,0,0.0,0,0.0,0,0
"TN, Pickett",1,1.0,1.0,3.0,4.0,3.0,2.0,2.0,51.6,57.1,,1.61,1.19,0.38,3.16,77.333,0,1,0.0,3,34958.75,0,3
"TN, Grundy",1,3.0,3.0,3.0,4.0,3.0,2.0,1.0,60.0,60.0,1.0,2.34,0.98,0.3,3.62,16.667,5,1,0.0,0,0.0,0,0
"TN, Mc Nairy",2,2.0,2.0,3.0,2.5,3.0,2.5,2.5,50.25,32.1,0.5,2.0,1.1,0.49,3.58,49.6665,7,1,0.0,1,48620.0,0,1
"TN, Overton",1,5.0,5.0,3.0,2.0,3.0,3.0,2.0,40.0,33.3,,1.99,1.82,0.38,4.1,3.333,0,2,0.0,0,0.0,0,0
"TN, Lewis",1,2.0,2.0,4.0,3.0,4.0,2.0,2.0,67.4,77.8,0.0,1.81,0.96,0.43,3.2,36.667,5,1,0.0,2,18411.25,0,2
"TN, Cannon",1,1.0,1.0,4.0,4.0,5.0,2.0,3.0,47.6,66.7,0.0,1.79,0.72,0.53,3.03,62.167,2,0,0.0,0,0.0,0,0
"TN, Haywood",1,2.0,2.0,3.0,3.0,2.0,2.0,2.0,40.0,20.0,1.0,1.79,1.09,0.33,3.19,40.667,2,0,0.0,2,23309.0,0,2
"TN, Clay",1,4.0,4.0,4.0,3.0,5.0,2.0,3.0,50.0,37.5,0.0,1.24,0.84,0.71,2.78,12.667,0,0,0.0,0,0.0,0,0
"TN, Decatur",2,3.5,3.0,3.5,3.0,3.0,4.0,4.0,41.25,41.65,0.0,2.24,1.24,0.8,4.25,62.75,1,0,0.0,0,0.0,0,0
"TN, Hancock",1,5.0,5.0,2.0,2.0,3.0,3.0,3.0,46.7,20.0,0.0,2.16,0.74,0.73,3.61,2.667,0,0,0.0,0,0.0,0,0
"TN, Crockett",2,1.0,1.5,2.0,1.5,2.5,2.5,2.5,58.15,68.55,1.0,2.17,1.14,0.48,3.8,133.5,0,1,0.0,0,0.0,1,1
"TN, Chester",1,2.0,2.0,4.0,3.0,4.0,2.0,1.0,53.3,63.6,1.0,2.2,1.19,0.3,3.7,24.667,4,2,2.0,1,10387.0,0,1
"TN, Perry",1,4.0,4.0,2.0,1.0,4.0,3.0,2.0,33.3,33.3,,2.75,1.23,0.38,4.37,6.0,0,0,0.0,0,0.0,0,0
"TN, Cocke",2,2.0,2.0,3.0,3.0,4.0,2.0,2.5,52.7,50.7,1.0,1.74,0.91,0.8,3.37,34.0,3,2,0.0,2,7995.0,0,2
"TN, Wayne",1,2.0,2.0,2.0,3.0,2.0,3.0,3.0,39.1,30.8,0.0,2.39,1.31,0.52,4.22,30.667,0,2,1.0,0,0.0,0,0
"TN, Meigs",1,1.0,1.0,2.0,1.0,3.0,3.0,3.0,73.7,71.4,1.0,1.79,0.89,0.6,3.32,83.833,2,1,0.0,6,20030.14,0,6
"TN, Bledsoe",1,,,,,,,,,,,,,,,,0,0,0.0,0,0.0,0,0
"TX, Jefferson",14,1.93,2.29,3.29,3.79,2.75,1.21,1.07,51.83,65.78,0.83,1.84,1.25,0.21,3.31,89.61907142857144,23,79,56.0,38,1056026.21,5,43
"TX, Comal",6,1.83,2.0,3.83,4.33,3.4,1.33,1.33,59.12,56.3,0.6,1.56,0.92,0.3,2.8,86.38883333333332,20,47,33.0,11,453065.75,3,14
"TX, Bell",16,3.31,3.19,4.38,4.4,4.07,2.0,2.0,64.23,60.53,0.33,1.93,1.05,0.64,3.57,54.2708125,12,49,22.0,30,556788.29,0,30
"TX, Gillespie",4,2.0,2.0,4.25,4.25,4.25,1.75,1.75,50.25,66.7,1.0,1.73,0.92,0.33,2.99,77.8335,11,5,9.0,13,48905.6,1,14
"TX, Harris",102,2.38,2.41,3.41,3.74,3.05,2.0,2.0,61.99,65.01,1.08,2.07,0.95,0.47,3.5,74.31218811881187,473,931,141.0,290,4098757.5500000003,27,317
"TX, Brazos",6,2.5,2.33,3.33,3.33,2.5,2.17,1.83,49.57,52.48,1.25,2.23,1.07,0.41,3.72,69.52783333333333,7,35,14.0,12,615148.3999999999,0,12
"TX, Bexar",65,2.27,2.23,3.84,3.88,3.49,1.76,1.69,56.44,64.1,0.66,1.95,1.14,0.36,3.43,79.15320967741933,179,440,303.0,207,2470447.710000001,19,226
"TX, Denton",18,2.83,3.0,3.56,3.67,3.24,1.89,2.06,60.88,60.59,0.69,1.81,1.05,0.44,3.3,49.32405555555555,43,50,55.0,75,433979.45999999996,5,80
"TX, Tarrant",71,3.04,3.21,3.59,3.86,3.35,1.73,1.72,62.42,67.96,1.2,1.79,1.0,0.36,3.17,50.58829577464787,126,360,295.0,278,3243984.87,18,296
"TX, Cameron",13,2.92,2.92,4.33,4.58,3.83,1.33,1.25,41.2,45.68,0.12,2.0,0.87,0.22,3.08,49.66658333333333,7,68,28.0,24,157774.11000000002,1,25
"TX, Smith",17,2.69,2.81,2.81,3.27,2.64,1.88,1.62,65.54,72.38,0.83,2.4,1.08,0.37,3.84,54.95831249999999,18,47,17.0,61,1109784.29,3,64
"TX, Jim Wells",3,3.67,4.33,3.0,4.0,1.67,1.33,1.33,43.75,35.7,0.33,2.1,1.05,0.26,3.41,16.35533333333333,0,2,2.0,2,24750.0,0,2
"TX, Dallas",87,3.05,3.0,3.83,4.01,3.41,1.98,1.98,61.62,63.79,0.64,1.9,1.0,0.43,3.34,58.943261904761876,162,397,240.0,210,2616818.2500000005,18,228
"TX, El Paso",22,1.9,2.48,3.48,3.57,3.15,1.2,1.15,54.37,62.36,0.44,1.82,1.0,0.24,3.05,62.06023809523809,51,73,47.0,54,678566.07,2,56
"TX, Brazoria",13,2.46,3.0,2.46,2.69,2.42,1.54,1.38,61.61,69.7,0.67,2.14,0.89,0.31,3.33,58.15376923076922,47,159,12.0,24,311676.4,5,29
"TX, Mc Lennan",17,2.71,3.0,3.47,3.71,2.94,1.65,1.53,59.76,55.95,0.18,2.12,0.9,0.34,3.35,53.09599999999999,25,66,20.0,42,612599.48,4,46
"TX, Potter",10,3.5,3.1,3.8,4.0,3.62,2.5,2.2,71.27,77.18,0.4,2.13,1.26,0.48,3.86,48.3332,7,22,21.0,22,159392.6,1,23
"TX, Hidalgo",22,2.38,2.71,4.0,4.43,3.47,1.14,1.1,44.72,45.05,1.0,1.89,0.99,0.22,3.1,56.53966666666667,5,34,63.0,40,375029.63,5,45
"TX, Ellis",9,2.67,2.89,3.78,3.89,3.56,1.33,1.33,63.21,66.68,1.38,1.98,0.98,0.25,3.2,69.3518888888889,22,41,8.0,14,634566.31,1,15
"TX, Galveston",13,2.54,2.85,2.54,3.15,2.0,1.92,1.69,65.14,75.06,0.67,2.37,0.99,0.34,3.69,66.07684615384615,48,180,25.0,30,198687.86000000002,3,33
"TX, Nolan",2,2.5,2.5,4.5,4.0,5.0,1.0,1.0,33.2,,1.0,1.49,1.04,0.2,2.75,55.583,1,0,0.0,1,13905.45,0,1
"TX, Lampasas",3,2.33,2.67,2.33,3.0,2.5,2.67,2.33,74.0,65.0,0.0,2.43,0.92,0.57,3.95,64.089,7,7,4.0,8,79194.76000000001,2,10
"TX, Coryell",4,3.0,3.75,2.25,3.0,2.0,1.5,1.5,52.1,50.0,0.75,2.01,0.86,0.27,3.15,38.875,5,4,7.0,9,127308.53,0,9
"TX, Webb",6,3.0,3.0,4.17,4.0,3.83,1.67,1.83,47.75,50.0,0.0,1.87,0.75,0.58,3.33,49.078,1,7,9.0,6,23988.78,0,6
"TX, Titus",3,1.33,1.67,2.0,3.0,1.33,1.33,1.33,63.9,70.0,1.0,1.84,1.08,0.28,3.22,111.94466666666666,5,16,13.0,8,163189.0,1,9
"TX, Uvalde",2,2.0,3.0,3.0,4.0,2.0,1.0,1.0,51.65,57.1,0.5,1.79,1.09,0.23,3.09,46.0,1,6,2.0,5,37585.94,0,5
"TX, De Witt",4,2.75,2.75,3.75,4.75,2.5,1.5,1.5,51.23,53.9,0.0,1.95,0.88,0.39,3.24,60.9165,4,9,15.0,7,103245.0,0,7
"TX, Atascosa",5,3.0,2.8,4.4,4.4,3.0,1.4,1.6,53.63,39.07,0.33,1.95,0.85,0.38,3.17,64.50019999999999,9,9,17.0,12,226919.67,1,13
"TX, Shelby",3,3.0,3.0,3.33,4.0,2.67,1.67,1.33,54.47,40.0,0.0,1.91,1.24,0.27,3.46,56.99966666666666,6,12,0.0,3,93152.39,0,3
"TX, Hale",2,2.0,2.5,3.0,3.5,2.5,1.5,1.0,48.45,,0.0,1.7,1.21,0.2,3.14,62.3335,0,4,8.0,3,37630.99,1,4
"TX, Young",3,2.67,4.0,2.33,3.33,1.0,1.0,1.0,64.4,100.0,1.0,1.35,0.97,0.28,2.6,26.666666666666668,4,1,2.0,2,10400.0,0,2
"TX, Nueces",15,3.13,3.27,3.93,4.13,3.57,1.93,1.93,53.58,56.31,1.0,1.83,0.94,0.41,3.17,45.922200000000004,17,42,24.0,30,460230.07999999996,0,30
"TX, Grayson",12,2.58,3.0,3.5,3.58,3.3,1.42,1.42,63.89,62.55,0.78,1.92,0.96,0.29,3.17,46.986250000000005,40,49,29.0,32,442515.70999999996,4,36
"TX, Anderson",6,2.2,2.8,2.6,2.8,2.8,1.2,1.2,59.66,61.27,0.6,2.17,0.82,0.3,3.27,60.299800000000005,11,22,15.0,11,56728.35,0,11
"TX, Gregg",13,2.38,2.85,2.85,3.15,2.33,1.77,1.77,59.46,61.92,0.29,2.16,1.14,0.36,3.65,67.87184615384616,14,42,28.0,34,483613.54,1,35
"TX, Palo Pinto",2,1.5,2.5,2.5,3.0,3.0,1.5,1.5,50.3,68.55,0.5,1.76,0.87,0.29,2.93,62.3335,2,3,3.0,2,18250.0,0,2
