state_county,nursing_home_count,overall_rating,health_insp_rating,qm_rating,longstay_qm_rating,shortstay_qm_rating,staffing_rating,rn_staffing_rating,nursing_turnover,rn_turnover,admin_turnover,nurse_aide_hrspres,lpn_hrspres,rn_hrspres,total_nurse_hrspres,total_weighted_health_survey_score,reported_incidents,substantiated_complaints,infection_control_citations,num_fines,fines_dollar_total,num_payment_denials,total_penalties
"TX, Parker",9,4.12,4.38,3.62,3.75,3.17,1.38,1.38,66.65,60.42,0.62,1.59,1.13,0.3,3.05,20.583375,19,23,10.0,14,55444.810000000005,1,15
"TX, Hopkins",4,2.25,2.25,3.0,3.0,3.25,1.5,1.5,62.03,62.5,1.0,1.53,0.62,0.31,2.46,86.0,9,8,7.0,7,336447.23,1,8
"TX, Matagorda",3,2.0,2.67,2.0,2.67,1.33,1.0,1.0,56.23,60.0,2.0,2.11,1.03,0.24,3.36,62.05533333333333,19,21,6.0,16,56443.409999999996,1,17
"TX, Hardin",5,2.2,3.0,3.2,4.4,2.2,1.0,1.0,56.16,68.32,0.5,1.97,1.08,0.21,3.27,56.36659999999999,0,3,8.0,3,40902.5,0,3
"TX, Travis",31,3.03,2.9,4.32,4.5,3.69,1.87,1.73,54.02,56.67,0.68,2.01,0.91,0.36,3.26,57.844161290322575,31,80,55.0,79,1151405.55,7,86
"TX, Johnson",9,3.0,3.25,3.38,3.38,3.0,1.75,1.75,52.9,62.6,0.83,1.98,0.93,0.36,3.28,45.208375000000004,9,15,9.0,26,137372.63999999998,1,27
"TX, Comanche",2,2.5,3.5,2.5,2.5,2.0,1.5,1.5,50.9,71.4,0.5,1.92,1.19,0.34,3.48,30.0,6,6,0.0,6,13692.6,1,7
"TX, Bee",2,4.0,4.5,3.0,3.0,3.5,1.5,1.5,,,1.0,1.59,0.85,0.28,2.75,18.0,0,1,0.0,2,1625.0,0,2
"TX, Kerr",4,2.0,2.25,3.5,4.25,2.5,1.75,1.75,73.8,79.18,0.5,1.58,0.94,0.33,2.87,99.70850000000002,8,28,26.0,8,153835.08,2,10
"TX, Armstrong",1,3.0,3.0,5.0,5.0,,1.0,1.0,,,,,,,,37.333,1,0,2.0,9,19408.85,0,9
"TX, Liberty",4,2.25,2.25,2.75,3.0,2.67,2.0,1.75,52.1,66.7,0.33,2.15,1.09,0.34,3.58,65.6665,5,4,9.0,7,159326.59,1,8
"TX, Harrison",3,2.33,2.0,3.67,4.67,2.33,2.33,1.33,57.77,70.85,0.5,2.64,1.18,0.29,4.1,89.00033333333333,4,6,2.0,2,120666.0,0,2
"TX, Angelina",8,3.12,3.75,2.38,3.0,1.88,1.71,1.71,55.47,35.15,0.0,1.78,0.97,0.32,3.07,33.39575,7,7,5.0,6,120856.7,1,7
"TX, Medina",3,3.33,3.33,4.33,4.67,3.0,1.33,1.33,54.77,38.55,2.0,1.76,0.94,0.17,2.83,50.889,4,2,6.0,2,8343.89,0,2
"TX, Taylor",12,3.25,3.42,3.0,3.82,2.4,2.0,1.92,61.27,61.18,0.8,1.92,1.06,0.45,3.44,59.84725,52,174,30.0,41,333568.57,3,44
"TX, Ector",6,2.5,3.0,3.0,3.67,2.33,1.67,1.67,67.38,73.4,1.5,1.73,0.76,0.36,2.84,48.36116666666667,17,15,6.0,17,170486.97,1,18
"TX, Tom Green",8,3.5,3.38,4.0,4.0,3.62,2.0,2.0,56.9,64.54,0.6,2.2,0.84,0.48,3.51,44.9375,14,25,10.0,12,95296.05,0,12
"TX, Wharton",4,1.67,1.67,2.0,3.33,1.33,1.67,1.67,74.4,85.7,,2.29,0.73,0.38,3.38,147.375,36,88,19.0,15,625618.54,4,19
"TX, Nacogdoches",4,2.75,3.5,3.5,3.75,3.5,1.0,1.0,45.55,32.5,1.0,1.99,0.92,0.24,3.13,38.08325,0,3,1.0,3,21110.64,1,4
"TX, Fayette",5,1.4,1.4,3.4,3.4,3.0,1.8,1.6,62.45,56.8,1.33,2.06,1.01,0.35,3.42,137.7,13,37,21.0,11,129575.65,2,13
"TX, Victoria",5,2.8,2.8,3.2,2.25,3.0,1.6,1.8,50.25,58.55,0.33,1.74,1.06,0.4,3.22,70.5332,5,26,14.0,20,145334.4,0,20
"TX, Concho",1,3.0,4.0,1.0,3.0,1.0,2.0,2.0,48.8,20.0,1.0,2.09,1.04,0.37,3.51,21.333,3,3,1.0,0,0.0,0,0
"TX, Erath",3,3.33,3.33,2.67,3.0,2.67,1.67,2.0,62.9,62.5,1.0,1.98,0.85,0.42,3.23,43.77766666666667,4,11,4.0,22,67441.03,0,22
"TX, Polk",4,3.0,4.0,2.5,3.0,1.75,1.25,1.25,51.35,58.75,1.33,2.09,0.88,0.23,3.2,24.6665,1,2,1.0,1,12010.0,0,1
"TX, Fort Bend",15,2.87,2.47,4.07,4.29,3.23,1.93,2.0,61.16,69.71,0.91,1.96,0.84,0.44,3.26,83.15559999999999,45,188,36.0,37,545253.72,5,42
"TX, Williamson",15,3.0,3.0,3.93,3.92,3.53,1.79,1.57,59.73,60.39,0.85,2.02,1.03,0.32,3.4,53.44446666666667,24,42,32.0,36,724394.0599999999,7,43
"TX, Kendall",6,3.0,2.33,4.0,4.33,3.67,2.5,2.5,61.78,55.78,1.25,1.78,0.97,0.5,3.27,77.86099999999999,9,19,17.0,9,128713.25,2,11
"TX, Frio",1,4.0,4.0,5.0,5.0,,1.0,1.0,53.8,45.5,,1.67,0.51,0.28,2.44,33.333,3,0,1.0,0,0.0,0,0
"TX, Jack",1,1.0,2.0,1.0,4.0,1.0,1.0,1.0,82.9,,3.0,2.24,0.71,0.24,3.16,64.667,2,0,2.0,1,44157.75,1,2
"TX, Lamar",5,2.6,2.6,3.2,3.0,3.2,1.6,1.6,64.0,69.28,0.0,1.68,0.86,0.39,2.95,77.2334,2,13,14.0,4,347493.0,1,5
"TX, Henderson",7,2.5,3.33,1.83,2.17,2.0,1.5,1.5,62.75,73.97,0.33,2.24,0.91,0.32,3.47,43.13883333333333,2,11,15.0,9,261027.46999999997,0,9
"TX, Cherokee",6,3.5,3.83,3.33,3.83,2.4,1.67,1.17,59.67,70.68,0.83,2.07,1.05,0.27,3.41,30.666666666666668,3,15,6.0,11,97462.75,2,13
"TX, Montague",2,3.0,4.0,1.5,1.0,1.5,1.5,1.5,54.2,66.7,1.5,1.91,0.98,0.27,3.16,30.0,1,4,2.0,0,0.0,0,0
"TX, Van Zandt",6,3.83,3.83,3.17,2.67,3.4,1.83,1.5,51.62,62.62,0.25,2.25,0.85,0.33,3.42,32.0,7,6,8.0,10,103437.94,0,10
"TX, Collin",22,2.73,3.05,3.59,3.86,3.32,1.77,1.73,53.22,58.76,1.11,1.72,1.03,0.38,3.14,47.653,52,63,73.0,41,589615.0800000001,4,45
"TX, Guadalupe",8,1.38,1.62,3.38,4.0,2.25,1.12,1.12,59.29,61.67,1.0,1.73,0.89,0.21,2.8,101.79175,43,51,47.0,26,304070.06,3,29
"TX, Hockley",2,1.5,2.0,2.5,2.5,3.0,1.5,1.5,49.3,50.0,0.5,1.78,0.87,0.32,2.99,73.6665,1,3,3.0,2,15650.0,0,2
"TX, Montgomery",11,2.8,3.4,3.9,3.9,3.6,1.4,1.3,56.99,54.3,0.71,2.03,1.08,0.3,3.42,66.35154545454546,56,85,13.0,14,391688.61,4,18
"TX, Clay",1,4.0,4.0,3.0,3.0,,3.0,4.0,,,2.0,1.72,0.6,0.77,3.1,29.333,1,0,0.0,0,0.0,0,0
"TX, Wichita",12,3.33,3.5,2.91,3.4,2.38,2.17,2.0,56.03,57.88,0.43,2.06,1.37,0.46,3.9,45.08324999999999,27,45,33.0,21,172686.62,1,22
"TX, Hood",4,3.75,4.25,3.75,4.25,3.0,1.5,1.75,56.95,64.85,0.33,1.73,0.93,0.36,3.04,25.1665,8,26,11.0,1,650.0,0,1
"TX, Hays",6,2.5,2.17,4.5,4.67,4.17,1.33,1.5,55.65,69.52,0.75,1.64,0.73,0.31,2.67,70.38900000000001,7,7,16.0,10,132118.53,1,11
"TX, Wilbarger",2,3.0,2.5,3.0,3.0,4.0,2.0,2.0,46.7,58.8,0.0,2.0,0.7,0.51,3.23,80.0,0,7,4.0,18,120987.48,1,19
"TX, Dawson",1,2.0,2.0,5.0,5.0,,1.0,1.0,48.6,,0.0,1.78,0.67,0.24,2.69,74.667,0,1,0.0,0,0.0,0,0
"TX, Lubbock",15,2.53,2.53,4.0,4.2,3.31,1.47,1.2,68.67,63.06,0.62,1.98,1.02,0.26,3.25,72.84446666666666,14,51,26.0,36,826985.1000000001,3,39
"TX, Red River",2,4.5,4.5,3.5,3.0,4.0,2.5,2.5,48.1,22.65,0.5,1.89,1.13,0.58,3.63,17.6665,0,0,0.0,1,7352.76,0,1
"TX, Hamilton",3,3.0,3.0,3.33,3.0,2.0,1.33,1.33,70.5,,0.0,1.72,1.06,0.34,3.15,54.72233333333333,0,2,4.0,8,131911.25,0,8
"TX, Kaufman",8,2.25,2.5,3.62,3.62,3.33,1.5,1.38,62.16,84.12,2.67,1.91,1.12,0.3,3.34,73.145875,13,16,10.0,12,623911.3099999999,1,13
"TX, Panola",3,2.0,2.0,2.33,3.0,2.0,2.0,1.67,62.27,14.3,1.0,2.04,0.89,0.34,3.28,73.11133333333333,5,5,1.0,3,15635.02,1,4
"TX, Cooke",4,3.75,4.25,3.25,3.0,4.0,1.67,1.67,56.0,55.0,1.0,1.62,0.96,0.36,2.96,25.83325,6,6,6.0,7,43047.7,1,8
"TX, Aransas",2,3.0,3.0,3.5,4.5,2.5,2.0,2.0,35.0,33.95,0.0,1.72,0.92,0.37,3.02,53.9165,3,0,0.0,0,0.0,0,0
"TX, Rusk",3,2.67,3.0,3.0,4.0,2.5,2.0,1.67,59.07,41.55,2.67,2.23,1.12,0.32,3.68,39.55566666666667,2,4,1.0,6,70794.11,1,7
"TX, Hutchinson",2,2.0,3.0,2.5,4.5,1.0,1.0,1.0,71.6,66.7,,1.47,1.01,0.22,2.73,44.3335,1,5,5.0,3,68500.0,0,3
"TX, Calhoun",2,2.0,3.0,1.5,2.0,1.0,1.5,1.5,63.0,50.0,,1.81,0.81,0.37,3.0,45.9335,2,8,3.0,6,39225.0,0,6
"TX, Karnes",3,3.0,3.33,3.33,3.33,,1.67,1.67,50.0,,1.33,1.8,1.03,0.39,3.19,45.722,5,4,7.0,0,0.0,0,0
"TX, Schleicher",1,3.0,4.0,3.0,3.0,,1.0,1.0,,,,,,,,26.0,0,1,0.0,17,51075.0,0,17
"TX, Upton",1,3.0,4.0,2.0,2.0,,1.0,1.0,37.5,,0.0,,,,,25.333,0,1,0.0,1,650.0,0,1
"TX, Crockett",1,5.0,5.0,5.0,5.0,,5.0,5.0,,,,4.38,1.06,1.54,6.9,13.333,0,0,0.0,0,0.0,0,0
"TX, Sherman",1,5.0,3.0,5.0,5.0,,5.0,5.0,44.0,,,2.94,1.43,1.54,5.65,37.333,1,1,3.0,22,71500.0,0,22
"TX, Reagan",1,4.0,3.0,2.0,2.0,,5.0,5.0,55.3,60.0,1.0,3.22,0.55,1.29,4.95,44.0,0,3,0.0,5,6500.0,0,5
"TX, Lipscomb",1,3.0,3.0,4.0,4.0,,3.0,2.0,,,,3.08,1.06,0.5,4.66,47.333,2,0,1.0,0,0.0,0,0
"TX, Moore",2,4.0,4.0,3.5,4.5,1.0,1.5,2.0,65.15,20.0,1.5,2.5,1.35,0.69,4.49,24.333,0,1,3.0,1,650.0,0,1
"TX, Bosque",4,3.25,4.5,2.0,1.75,3.0,1.25,1.25,35.05,37.15,0.33,2.13,1.21,0.42,3.73,13.33325,0,0,0.0,3,33750.0,0,3
"TX, Gaines",1,4.0,5.0,4.0,4.0,,1.0,1.0,,,,,,,,16.0,0,0,0.0,3,2925.0,0,3
"TX, Hansford",1,3.0,4.0,2.0,2.0,,1.0,1.0,,,,0.76,0.44,0.22,1.4,28.0,1,0,3.0,0,0.0,0,0
"TX, Hemphill",1,4.0,3.0,2.0,2.0,,4.0,3.0,40.9,,0.0,4.34,1.16,0.51,6.03,38.0,1,0,4.0,5,6500.0,0,5
"TX, Chambers",2,1.5,2.5,2.0,1.5,4.0,1.0,1.0,63.8,100.0,0.0,2.13,0.98,0.19,3.29,52.0,0,1,2.0,5,16575.0,0,5
"UT, Weber",11,3.73,3.18,4.55,4.4,4.38,3.27,3.64,59.28,46.43,1.44,2.11,0.48,0.91,3.53,67.87881818181819,0,45,25.0,32,249285.81,0,32
"UT, Salt Lake",34,3.64,2.76,4.64,4.5,4.48,3.42,3.76,59.81,56.72,1.93,2.21,0.42,0.85,3.5,66.54039393939394,0,96,41.0,109,746404.7,2,111
"UT, Box Elder",3,4.0,2.67,5.0,5.0,4.67,4.33,5.0,64.4,46.67,2.33,2.39,0.5,1.24,4.11,101.278,0,9,1.0,4,35753.25,1,5
"UT, San Juan",1,4.0,4.0,4.0,5.0,4.0,2.0,3.0,42.9,28.6,0.0,1.54,0.52,0.73,2.83,42.667,0,0,0.0,7,11464.33,0,7
"UT, Sevier",2,4.0,2.5,5.0,5.0,4.5,4.0,4.0,52.85,50.0,1.0,2.42,0.76,1.76,4.74,57.0,0,2,1.0,4,19535.75,0,4
"UT, Washington",8,3.38,3.25,3.88,3.5,3.88,3.62,4.0,56.21,46.84,1.67,2.32,0.54,1.06,3.92,57.41662499999999,0,27,12.0,16,184604.61,0,16
"UT, Davis",7,4.33,2.67,4.83,4.75,5.0,4.33,4.67,63.97,49.98,3.0,2.51,0.51,1.27,4.34,68.47628571428572,0,14,2.0,11,55181.75,0,11
"UT, Cache",4,4.0,3.0,4.5,3.67,4.25,4.75,5.0,69.08,65.82,1.0,2.5,0.72,1.41,4.81,52.16675,0,3,2.0,7,50456.25,0,7
"UT, Duchesne",1,4.0,2.0,5.0,5.0,5.0,5.0,5.0,55.6,20.0,0.0,2.55,0.88,1.27,4.59,76.0,0,1,0.0,4,22867.0,0,4
"UT, Emery",1,3.0,2.0,4.0,1.0,5.0,5.0,5.0,53.7,44.4,1.0,2.92,0.4,1.08,4.49,77.333,0,0,2.0,1,32955.0,0,1
"UT, Utah",14,3.5,3.0,4.43,4.45,4.18,3.14,3.36,59.52,51.34,1.0,2.1,0.58,0.88,3.62,75.20235714285714,0,45,9.0,25,378496.94,3,28
"UT, Tooele",1,4.0,2.0,5.0,4.0,5.0,4.0,5.0,100.0,100.0,0.0,2.07,0.43,1.09,3.52,100.0,0,7,0.0,1,42250.0,0,1
"UT, Uintah",1,5.0,4.0,3.0,3.0,4.0,5.0,5.0,51.4,26.7,0.0,3.37,0.96,2.12,6.06,32.667,0,1,0.0,1,650.0,0,1
"UT, Carbon",2,4.0,3.0,4.5,5.0,4.0,3.5,4.5,49.75,23.3,0.5,1.59,0.28,1.07,2.95,48.6665,0,0,1.0,1,8037.25,0,1
"UT, Juab",1,5.0,3.0,5.0,5.0,5.0,4.0,4.0,63.2,42.9,1.0,2.5,0.34,0.92,3.78,52.667,0,0,0.0,0,0.0,0,0
"UT, Iron",2,5.0,3.5,5.0,4.5,5.0,3.5,3.5,54.8,37.5,0.0,2.15,0.77,0.82,3.71,41.667,0,0,1.0,2,21177.0,0,2
"UT, Wasatch",1,3.0,2.0,4.0,3.0,5.0,4.0,5.0,95.3,96.4,1.0,2.29,0.47,1.3,3.97,74.0,0,0,0.0,3,73988.08,0,3
"UT, Millard",1,4.0,2.0,5.0,5.0,5.0,4.0,5.0,49.0,20.0,0.0,1.84,0.25,1.29,3.19,76.0,0,0,0.0,3,16780.0,0,3
"UT, Sanpete",1,3.0,3.0,3.0,2.0,3.0,2.0,2.0,63.6,60.0,0.0,1.13,0.78,0.5,2.45,44.667,0,0,0.0,3,4235.15,0,3
"UT, Grand",1,5.0,4.0,5.0,5.0,,5.0,5.0,37.5,60.0,,3.27,0.74,1.11,5.04,38.0,0,0,0.0,2,1625.0,0,2
"UT, Garfield",1,5.0,4.0,2.0,2.0,,5.0,5.0,33.3,11.1,,4.01,0.42,2.37,6.61,39.333,0,1,1.0,0,0.0,0,0
"VT, Chittenden",5,3.0,3.0,4.25,3.25,4.75,3.25,3.25,55.32,45.05,1.0,2.39,0.97,0.98,4.29,68.33340000000001,14,36,2.0,12,181577.46,1,13
"VT, Windham",3,4.67,4.0,4.33,4.33,5.0,3.67,3.67,47.65,35.1,0.0,2.34,0.77,0.83,3.94,12.444666666666668,0,0,0.0,3,13557.8,1,4
"VT, Rutland",3,2.67,2.67,3.0,3.0,3.67,3.0,3.0,60.27,52.37,0.33,2.05,0.99,0.6,3.64,20.444333333333333,13,13,0.0,2,10595.0,0,2
"VT, Addison",1,5.0,5.0,3.0,3.0,4.0,5.0,5.0,43.9,55.0,0.0,2.67,1.34,1.14,4.99,1.333,0,0,1.0,0,0.0,0,0
"VT, Caledonia",2,1.5,1.5,2.0,1.0,3.0,2.5,2.5,65.1,55.6,1.0,2.29,0.93,0.46,3.69,56.8335,13,10,1.0,2,18786.0,0,2
"VT, Washington",4,2.25,2.0,3.75,3.0,4.5,3.0,3.0,55.8,55.47,2.75,2.19,0.79,0.74,3.71,51.3335,14,21,1.0,6,109404.75,1,7
"VT, Franklin",3,4.0,3.0,3.67,3.67,4.0,4.33,4.33,66.73,57.3,1.0,2.77,1.0,1.02,4.72,30.666666666666668,1,7,0.0,2,14462.5,0,2
"VT, Windsor",3,3.0,2.67,3.67,3.33,4.5,2.33,2.33,39.0,30.0,0.5,2.33,0.87,0.66,3.9,38.22233333333333,7,1,0.0,2,8082.75,0,2
"VT, Orleans",5,3.6,3.4,3.2,3.0,4.5,3.0,3.0,56.87,64.83,0.67,2.3,1.0,0.62,3.89,20.266399999999997,10,1,0.0,14,33670.0,0,14
"VT, Bennington",4,2.25,2.0,2.5,2.0,3.33,3.5,3.5,43.7,39.3,1.5,1.61,1.56,0.84,3.96,49.5,12,7,0.0,3,92216.61,1,4
"VT, Lamoille",1,3.0,3.0,4.0,3.0,4.0,3.0,4.0,33.9,26.7,2.0,1.82,0.68,0.99,3.39,21.333,0,4,0.0,1,650.0,0,1
"VT, Orange",1,4.0,3.0,5.0,5.0,,3.0,3.0,40.0,40.0,0.0,2.34,1.35,0.67,4.24,21.333,2,0,0.0,2,1960.2,0,2
"VA, Roanoke City",9,3.62,3.12,3.88,3.75,3.88,2.57,2.86,56.3,46.28,0.67,2.02,0.98,0.56,3.55,82.66675000000001,0,19,31.0,18,223662.0,1,19
"VA, Fairfax",12,4.17,3.0,4.67,4.5,4.75,3.92,4.0,36.77,44.36,3.82,2.12,1.09,1.0,4.13,54.50008333333333,0,50,14.0,27,249506.33000000002,0,27
"VA, Salem City",3,3.33,3.33,3.33,3.0,4.0,3.0,3.0,55.63,43.9,0.67,2.43,0.96,0.61,4.01,43.778,0,3,2.0,1,650.0,0,1
"VA, Danville City",4,3.25,3.0,3.75,4.25,3.25,2.5,2.75,50.55,47.53,0.0,1.88,0.95,0.64,3.45,48.83325,0,0,5.0,2,76566.75,1,3
"VA, Alexandria City",4,3.75,3.25,4.75,5.0,4.25,3.0,3.0,34.55,50.15,0.33,2.09,1.12,0.73,3.92,52.91675,0,9,0.0,16,46562.41,0,16
"VA, Lexington City",2,4.0,4.0,4.0,3.5,4.0,3.0,3.0,58.6,71.8,0.5,2.39,1.03,0.67,4.05,34.1665,0,0,0.0,4,4550.0,0,4
"VA, Manassas City",2,3.5,2.5,5.0,5.0,5.0,3.0,3.0,30.45,33.5,5.0,1.97,1.08,0.69,3.73,54.0,0,3,4.0,4,185476.84,0,4
"VA, Henrico",12,1.55,1.45,3.55,2.82,4.36,1.82,1.82,63.96,69.49,0.9,1.79,0.91,0.43,3.11,145.8030909090909,0,94,40.0,20,646117.24,3,23
"VA, Bedford",2,3.5,3.5,2.0,1.5,4.0,3.5,3.5,47.8,50.0,0.0,2.32,1.12,0.71,4.11,40.0,0,1,1.0,1,657.8,0,1
"VA, Norfolk City",8,2.12,1.88,3.38,3.5,2.88,2.38,2.25,61.81,63.91,1.14,1.93,1.11,0.47,3.49,105.14600000000002,0,51,13.0,13,181266.75,1,14
"VA, Newport News City",6,3.17,2.83,3.5,3.67,3.5,3.0,2.83,62.52,61.66,2.0,2.08,1.12,0.62,3.76,66.22216666666667,0,41,25.0,18,90998.05,0,18
"VA, Lynchburg City",8,3.38,3.38,3.75,3.75,3.62,3.38,3.62,55.7,49.65,0.6,2.38,0.96,0.8,4.11,79.89575,0,31,4.0,8,87010.55,1,9
"VA, Chesterfield",5,2.8,2.6,3.6,3.4,4.0,2.8,3.0,55.88,46.94,1.4,2.07,1.03,0.62,3.71,70.7998,0,33,5.0,2,69452.5,0,2
"VA, Hopewell City",2,1.0,2.0,4.0,3.0,4.5,1.0,1.0,61.55,66.7,3.5,1.86,0.99,0.28,3.15,97.333,0,26,9.0,6,159025.75,1,7
"VA, Virginia Beach City",14,2.79,2.64,3.71,3.86,3.5,2.46,2.23,57.27,60.66,0.8,2.16,1.19,0.51,3.84,90.29771428571429,0,80,13.0,20,521013.75,2,22
"VA, Harrisonburg City",3,2.33,2.67,2.67,2.67,3.33,1.67,1.67,62.5,44.4,0.0,1.26,0.73,0.3,2.3,80.778,0,17,4.0,1,650.0,0,1
"VA, Fairfax City",2,5.0,3.5,5.0,4.5,5.0,3.0,3.0,18.6,25.0,1.0,2.1,1.5,0.58,4.14,47.0,0,2,3.0,18,52605.84,0,18
"VA, Arlington",4,3.25,2.5,4.25,3.67,4.25,3.25,3.25,36.28,46.45,1.0,1.93,1.04,0.75,3.71,109.20824999999999,0,22,2.0,3,22655.0,0,3
"VA, Chesapeake City",4,1.5,1.75,2.5,2.25,3.5,2.0,2.0,47.5,56.97,0.75,2.34,1.26,0.44,4.06,116.45850000000002,0,45,5.0,11,202393.34,0,11
"VA, Petersburg City",4,3.0,3.0,2.5,2.5,3.33,2.25,2.25,59.6,63.65,7.75,2.35,1.42,0.67,4.47,98.33324999999999,0,20,2.0,11,287698.07,0,11
"VA, Colonial Heights City",1,1.0,1.0,4.0,4.0,4.0,1.0,1.0,64.6,76.5,1.0,1.79,0.76,0.23,2.79,234.667,0,19,9.0,1,655.14,0,1
"VA, Franklin",2,3.5,4.0,3.5,3.5,4.0,2.0,2.0,55.45,49.3,1.0,1.75,0.87,0.51,3.11,32.0,0,7,0.0,0,0.0,0,0
"VA, Galax City",2,4.0,4.0,3.5,3.0,3.5,2.5,2.5,72.65,60.7,0.5,1.66,1.05,0.56,3.29,32.3335,0,0,0.0,1,3250.0,0,1
"VA, Bristol City",2,3.0,4.0,3.0,2.0,4.0,1.0,1.0,66.9,44.2,0.0,2.19,1.41,0.29,3.87,30.667,0,0,1.0,4,4550.0,0,4
"VA, Smyth",3,4.67,4.0,4.67,3.33,5.0,3.67,4.0,47.4,38.47,0.0,1.9,0.68,1.5,3.92,34.22233333333333,0,10,3.0,3,11050.0,0,3
"VA, Scott",2,2.5,2.5,3.5,3.0,4.0,2.5,3.0,48.95,25.5,0.0,1.72,0.81,0.55,3.08,114.8335,0,0,0.0,1,24007.75,1,2
"VA, Wise",3,2.0,2.67,1.0,1.0,1.67,3.0,3.33,52.83,30.2,1.0,1.8,0.92,0.82,3.51,62.889,0,10,4.0,4,54827.5,0,4
"VA, Shenandoah",3,3.33,2.67,4.0,4.0,3.0,2.0,2.0,55.27,51.53,3.33,1.72,0.9,0.53,3.12,106.55566666666668,0,19,7.0,3,47420.75,0,3
"VA, Clarke",1,1.0,1.0,4.0,4.0,3.0,2.0,2.0,78.2,73.3,2.0,1.6,0.66,0.34,2.61,136.0,0,15,1.0,2,10400.0,0,2
"VA, Alleghany",3,5.0,4.67,4.33,4.0,4.0,2.33,2.67,51.57,57.93,3.0,1.78,0.82,0.55,3.17,18.0,0,0,0.0,1,650.0,0,1
"VA, Winchester City",1,1.0,1.0,3.0,1.0,4.0,2.0,3.0,,,,1.25,0.44,0.61,2.28,177.0,0,3,1.0,2,80239.25,0,2
"VA, Martinsville City",3,3.0,3.0,2.0,1.5,3.0,2.5,2.5,46.5,40.0,0.67,2.14,1.35,0.64,4.06,148.0,0,9,5.0,2,155203.75,0,2
"VA, Waynesboro City",2,4.0,3.5,3.5,3.5,3.0,3.0,4.0,63.0,75.0,0.0,1.52,0.69,1.0,3.13,38.0,0,3,3.0,2,1625.0,0,2
"VA, Portsmouth City",3,1.0,1.33,3.33,3.0,3.33,1.67,1.67,67.3,62.07,1.67,1.96,0.96,0.29,3.21,108.22233333333334,0,15,10.0,4,150023.25,0,4
"VA, Tazewell",3,4.0,4.33,1.67,1.5,2.0,2.0,2.0,65.8,72.1,0.0,1.83,1.03,0.34,3.23,26.221999999999998,0,3,6.0,0,0.0,0,0
"VA, Charlottesville City",1,2.0,2.0,4.0,4.0,4.0,2.0,2.0,50.0,73.7,9.0,1.6,0.88,0.36,2.87,94.0,0,7,0.0,6,13650.0,0,6
"VA, Franklin City",1,4.0,4.0,5.0,5.0,5.0,1.0,1.0,64.8,72.0,,2.02,1.14,0.64,3.72,32.0,0,4,0.0,1,655.1,0,1
"VA, Lancaster",2,3.0,3.5,2.5,3.0,1.0,3.0,3.0,65.8,42.9,1.0,2.17,0.62,1.35,3.95,39.1665,0,0,2.0,2,21680.0,0,2
"VA, Frederick",3,3.67,3.67,4.0,3.67,4.0,3.67,3.67,65.43,74.4,1.0,2.31,0.89,1.06,4.17,48.222,0,2,2.0,6,22197.5,0,6
"VA, Wythe",3,2.33,2.67,3.33,1.5,3.67,1.0,1.0,65.05,67.95,1.0,1.82,0.59,2.88,6.04,80.22233333333334,0,0,3.0,10,29347.010000000002,0,10
"VA, Buena Vista City",1,1.0,1.0,3.0,2.0,5.0,1.0,1.0,60.7,77.8,2.0,1.63,0.93,0.31,2.87,106.0,0,0,0.0,1,9080.5,0,1
"VA, Mecklenburg",3,2.0,2.0,4.0,3.33,4.33,2.0,2.0,71.95,84.5,4.5,1.84,1.02,0.48,3.33,80.0,0,5,0.0,2,17117.75,1,3
"VA, Albemarle",7,3.71,3.29,4.29,4.0,4.5,3.14,3.14,54.6,54.98,1.0,2.61,1.1,0.98,4.69,56.4287142857143,0,15,1.0,7,39553.25,0,7
"VA, Loudoun",5,4.4,3.4,4.8,4.8,4.8,3.4,3.8,45.92,54.42,5.2,1.77,1.05,0.97,3.67,48.8,0,13,3.0,14,27315.23,0,14
"VA, James City",5,4.0,4.0,4.0,3.5,4.25,3.25,3.25,63.92,58.22,1.0,2.03,1.09,0.9,3.91,134.23319999999998,0,68,4.0,8,246743.12999999998,1,9
"VA, Sussex",1,2.0,3.0,3.0,5.0,1.0,1.0,1.0,,,,1.24,0.7,0.21,2.15,50.667,0,15,1.0,2,13000.0,0,2
"VA, Carroll",2,4.0,4.0,4.0,5.0,2.5,2.0,2.0,55.75,68.35,0.5,1.83,0.77,0.44,3.04,33.5,0,0,0.0,3,30722.25,0,3
"VA, Appomattox",1,4.0,4.0,3.0,2.0,5.0,2.0,3.0,56.1,25.0,0.0,1.86,0.58,0.62,3.05,34.667,0,0,2.0,0,0.0,0,0
"VA, York",2,3.5,3.5,3.5,3.0,4.0,2.5,2.5,65.3,68.35,1.0,2.02,1.12,0.46,3.61,40.0,0,5,0.0,0,0.0,0,0
"VA, Bland",1,4.0,4.0,2.0,3.0,2.0,2.0,2.0,51.6,61.1,2.0,2.05,0.7,0.42,3.21,23.333,0,0,1.0,1,3250.0,0,1
"VA, Brunswick",1,2.0,2.0,4.0,5.0,4.0,2.0,2.0,67.9,85.7,1.0,1.25,0.59,0.39,2.24,72.667,0,1,1.0,0,0.0,0,0
"VA, Campbell",2,5.0,4.0,5.0,4.0,5.0,2.0,2.0,41.65,62.5,0.5,1.85,0.77,0.35,2.98,34.333,0,0,0.0,0,0.0,0,0
